month_full,product_pack,active_ingredients,dosage,value,quantity,shortage,base_no_shortage_estimate,price_per_piece,xaxis_months
2020-04-01,Tramadol 50mg capsules,Tramadol,Capsule,1196875.76,41193307,,1048550.34487025,0.0290551025679973,Apr 20
2020-05-01,Tramadol 50mg capsules,Tramadol,Capsule,1149646.6,39573977,,1007331.29367927,0.0290505702775336,May 20
2020-06-01,Tramadol 50mg capsules,Tramadol,Capsule,1314439.71,41022762,,1044209.22657727,0.0320417164987574,Jun 20
2020-07-01,Tramadol 50mg capsules,Tramadol,Capsule,1395976.06,42649044,,1085605.23666105,0.0327317081245713,Jul 20
2020-08-01,Tramadol 50mg capsules,Tramadol,Capsule,1249087.37,38163582,,971430.554667143,0.0327298252559207,Aug 20
2020-09-01,Tramadol 50mg capsules,Tramadol,Capsule,1351268.48,41289832,,1051007.32949735,0.0327264223308053,Sep 20
2020-10-01,Tramadol 50mg capsules,Tramadol,Capsule,1289364.08,41513123,,1056691.06484437,0.031059192535334,Oct 20
2020-11-01,Tramadol 50mg capsules,Tramadol,Capsule,1225609.7,39456734,,1004346.94507905,0.0310621173055023,Nov 20
2020-12-01,Tramadol 50mg capsules,Tramadol,Capsule,1327146.6,42732901,,1087739.76512388,0.0310567869005664,Dec 20
2021-01-01,Tramadol 50mg capsules,Tramadol,Capsule,1311477.81,39313987,,1000713.40781342,0.0333590640399815,Jan 21
2021-02-01,Tramadol 50mg capsules,Tramadol,Capsule,1229656.14,36861827,,938295.180170831,0.0333585239820045,Feb 21
2014-01-01,Clonidine 25microgram tablets,Clonidine,Tablet,155629.25,4180679,,155629.25,0.0372258310193153,Jan 14
2014-02-01,Clonidine 25microgram tablets,Clonidine,Tablet,140210.25,3780647,,140210.25,0.037086310888057,Feb 14
2014-03-01,Clonidine 25microgram tablets,Clonidine,Tablet,151618.33,4079812,,151618.33,0.0371630678080264,Mar 14
2014-04-01,Clonidine 25microgram tablets,Clonidine,Tablet,140201.35,4097593,,140201.35,0.0342155382440374,Apr 14
2014-05-01,Clonidine 25microgram tablets,Clonidine,Tablet,146444.86,4279762,,146444.86,0.034217991561213,May 14
2014-06-01,Clonidine 25microgram tablets,Clonidine,Tablet,141047.97,4152271,,141047.97,0.0339688739005715,Jun 14
2014-07-01,Clonidine 25microgram tablets,Clonidine,Tablet,150963.27,4502002,,150963.27,0.033532475107741,Jul 14
2014-08-01,Clonidine 25microgram tablets,Clonidine,Tablet,140319.61,4181220,,140319.61,0.0335594898139777,Aug 14
2014-09-01,Clonidine 25microgram tablets,Clonidine,Tablet,145169.87,4348617,,145169.87,0.0333829973989432,Sep 14
2014-10-01,Clonidine 25microgram tablets,Clonidine,Tablet,179073.13,4542703,,179073.13,0.0394199510731826,Oct 14
2014-11-01,Clonidine 25microgram tablets,Clonidine,Tablet,156516.01,3969358,,156516.01,0.0394310641670517,Nov 14
2014-12-01,Clonidine 25microgram tablets,Clonidine,Tablet,168705.16,4260230,,168705.16,0.0396000122059138,Dec 14
2015-01-01,Clonidine 25microgram tablets,Clonidine,Tablet,252620.57,4048360,TRUE,160315.105413933,0.0624007178215376,Jan 15
2015-02-01,Clonidine 25microgram tablets,Clonidine,Tablet,238829.94,3821292,TRUE,151323.209842361,0.0624997880298077,Feb 15
2015-03-01,Clonidine 25microgram tablets,Clonidine,Tablet,261538.02,4179331,TRUE,165501.558612554,0.0625789199276152,Mar 15
2015-04-01,Clonidine 25microgram tablets,Clonidine,Tablet,271793.79,4074165,TRUE,161336.983728907,0.0667115323017109,Apr 15
2015-05-01,Clonidine 25microgram tablets,Clonidine,Tablet,315798.91,3991040,TRUE,158045.23271429,0.0791269719170943,May 15
2015-06-01,Clonidine 25microgram tablets,Clonidine,Tablet,345194,4147159,TRUE,164227.547019865,0.0832362588461161,Jun 15
2015-07-01,Clonidine 25microgram tablets,Clonidine,Tablet,386787.7,4385448,,173663.7943284,0.0881979902623404,Jul 15
2015-08-01,Clonidine 25microgram tablets,Clonidine,Tablet,353645.11,4007100,,158681.208910317,0.0882546255396671,Aug 15
2015-09-01,Clonidine 25microgram tablets,Clonidine,Tablet,369863.73,4190077,,165927.100343719,0.088271344416821,Sep 15
2015-10-01,Clonidine 25microgram tablets,Clonidine,Tablet,350599.1,4189387,,165899.776335296,0.0836874463972892,Oct 15
2015-11-01,Clonidine 25microgram tablets,Clonidine,Tablet,345179.09,4131466,,163606.104028318,0.0835488153599715,Nov 15
2015-12-01,Clonidine 25microgram tablets,Clonidine,Tablet,378077.51,4527585,,179292.421263312,0.0835053367302878,Dec 15
2016-01-01,Clonidine 25microgram tablets,Clonidine,Tablet,316904.43,3944375,,156197.298144701,0.0803433826651878,Jan 16
2016-02-01,Clonidine 25microgram tablets,Clonidine,Tablet,312331.53,3891479,,154102.615899057,0.080260366302889,Feb 16
2016-03-01,Clonidine 25microgram tablets,Clonidine,Tablet,322525.62,4020488,,159211.37387373,0.0802205155195091,Mar 16
2016-04-01,Clonidine 25microgram tablets,Clonidine,Tablet,252494.92,4120610,,163176.20629581,0.0612761023246558,Apr 16
2016-05-01,Clonidine 25microgram tablets,Clonidine,Tablet,239907.08,3916186,,155081.013400629,0.0612603895729161,May 16
2016-06-01,Clonidine 25microgram tablets,Clonidine,Tablet,229641.87,4120663,,163178.305096457,0.0557293498643301,Jun 16
2016-07-01,Clonidine 25microgram tablets,Clonidine,Tablet,215904.82,4105824,,162590.680515334,0.0525850158214283,Jul 16
2016-08-01,Clonidine 25microgram tablets,Clonidine,Tablet,218825.36,4158546,,164678.472358854,0.0526206419262887,Aug 16
2016-09-01,Clonidine 25microgram tablets,Clonidine,Tablet,223364.17,4249954,,168298.230274572,0.052556844144666,Sep 16
2016-10-01,Clonidine 25microgram tablets,Clonidine,Tablet,192422.19,3947624,,156325.958584358,0.0487437988015069,Oct 16
2016-11-01,Clonidine 25microgram tablets,Clonidine,Tablet,194282.9,3989123,,157969.319490891,0.0487031610707416,Nov 16
2016-12-01,Clonidine 25microgram tablets,Clonidine,Tablet,200862.92,4121735,,163220.756309542,0.0487326138143282,Dec 16
2017-01-01,Clonidine 25microgram tablets,Clonidine,Tablet,178550.32,3805514,,150698.400849776,0.0469188446028579,Jan 17
2017-02-01,Clonidine 25microgram tablets,Clonidine,Tablet,167997.97,3585185,,141973.369760459,0.046858940333623,Feb 17
2017-03-01,Clonidine 25microgram tablets,Clonidine,Tablet,191842.13,4087660,,161871.385893625,0.046932017339994,Mar 17
2017-04-01,Clonidine 25microgram tablets,Clonidine,Tablet,172911.59,3654364,,144712.859004852,0.047316466011596,Apr 17
2017-05-01,Clonidine 25microgram tablets,Clonidine,Tablet,188844.46,3991894,,158079.051124714,0.0473069826002394,May 17
2017-06-01,Clonidine 25microgram tablets,Clonidine,Tablet,188825.81,3997116,,158285.842388453,0.047240512909808,Jun 17
2017-07-01,Clonidine 25microgram tablets,Clonidine,Tablet,169422.9,3892931,,154160.11511678,0.0435206532044878,Jul 17
2017-08-01,Clonidine 25microgram tablets,Clonidine,Tablet,161257.47,4076071,,161257.47,0.0395619875119938,Aug 17
2017-09-01,Clonidine 25microgram tablets,Clonidine,Tablet,155904.27,3943457,,155904.27,0.0395349232919238,Sep 17
2017-10-01,Clonidine 25microgram tablets,Clonidine,Tablet,152110.21,3996677,,152110.21,0.0380591701556068,Oct 17
2017-11-01,Clonidine 25microgram tablets,Clonidine,Tablet,152510.23,4000582,,152510.23,0.0381220107474362,Nov 17
2017-12-01,Clonidine 25microgram tablets,Clonidine,Tablet,148317.2,3890185,,148317.2,0.0381260017197126,Dec 17
2018-01-01,Clonidine 25microgram tablets,Clonidine,Tablet,144156.87,3891752,,144156.87,0.0370416383161106,Jan 18
2018-02-01,Clonidine 25microgram tablets,Clonidine,Tablet,128663.62,3483413,,128663.62,0.0369360796437287,Feb 18
2018-03-01,Clonidine 25microgram tablets,Clonidine,Tablet,139796.76,3803792,,139796.76,0.0367519464786718,Mar 18
2018-04-01,Clonidine 25microgram tablets,Clonidine,Tablet,144675.95,3745699,,144675.95,0.0386245531207927,Apr 18
2018-05-01,Clonidine 25microgram tablets,Clonidine,Tablet,146291.15,3789812,,146291.15,0.0386011628017432,May 18
2018-06-01,Clonidine 25microgram tablets,Clonidine,Tablet,145126.37,3766877,,145126.37,0.0385269734052904,Jun 18
2018-07-01,Clonidine 25microgram tablets,Clonidine,Tablet,134471.47,3843076,,134471.47,0.0349905830641913,Jul 18
2018-08-01,Clonidine 25microgram tablets,Clonidine,Tablet,157268.45,3939334,,155997.674483171,0.0399225985915386,Aug 18
2018-09-01,Clonidine 25microgram tablets,Clonidine,Tablet,144916.14,3632769,,143857.696741265,0.0398913721186236,Sep 18
2018-10-01,Clonidine 25microgram tablets,Clonidine,Tablet,156169.99,3864529,,153035.395570108,0.0404111316023246,Oct 18
2018-11-01,Clonidine 25microgram tablets,Clonidine,Tablet,133994.89,3727120,,133994.89,0.0359513216639121,Nov 18
2018-12-01,Clonidine 25microgram tablets,Clonidine,Tablet,134481,3743813,,134481,0.0359208646372028,Dec 18
2019-01-01,Clonidine 25microgram tablets,Clonidine,Tablet,137018.24,3759446,,137018.24,0.0364463913033995,Jan 19
2019-02-01,Clonidine 25microgram tablets,Clonidine,Tablet,122486.43,3366702,,122486.43,0.0363817260927757,Feb 19
2019-03-01,Clonidine 25microgram tablets,Clonidine,Tablet,134162.27,3693463,,134162.27,0.0363242490854789,Mar 19
2019-04-01,Clonidine 25microgram tablets,Clonidine,Tablet,122917.3,3564534,,122917.3,0.034483413540171,Apr 19
2019-05-01,Clonidine 25microgram tablets,Clonidine,Tablet,130149,3843946,,130149,0.0338581759473208,May 19
2019-06-01,Clonidine 25microgram tablets,Clonidine,Tablet,123219.22,3641091,,123219.22,0.0338412909756993,Jun 19
2019-07-01,Clonidine 25microgram tablets,Clonidine,Tablet,123273.63,3761111,,123273.63,0.0327758553257269,Jul 19
2019-08-01,Clonidine 25microgram tablets,Clonidine,Tablet,147868.71,4028735,,147868.71,0.0367035086695948,Aug 19
2019-09-01,Clonidine 25microgram tablets,Clonidine,Tablet,135434.7,3691047,,135434.7,0.0366927595340834,Sep 19
2019-10-01,Clonidine 25microgram tablets,Clonidine,Tablet,142643.25,3822744,,142643.25,0.0373143610976827,Oct 19
2019-11-01,Clonidine 25microgram tablets,Clonidine,Tablet,132329.83,3545646,,132329.83,0.0373217828288554,Nov 19
2019-12-01,Clonidine 25microgram tablets,Clonidine,Tablet,106266.53,2848604,,106266.53,0.0373047745492178,Dec 19
2020-01-01,Clonidine 25microgram tablets,Clonidine,Tablet,237830.52,2263172,TRUE,89621.6388240823,0.105087249223656,Jan 20
2020-02-01,Clonidine 25microgram tablets,Clonidine,Tablet,325583.54,2540370,TRUE,100598.683007537,0.128163826529206,Feb 20
2020-03-01,Clonidine 25microgram tablets,Clonidine,Tablet,372879.56,2908338,TRUE,115170.220298923,0.128210531238116,Mar 20
2020-04-01,Clonidine 25microgram tablets,Clonidine,Tablet,347089.41,2297033,TRUE,90962.5348373867,0.151103362468019,Apr 20
2020-05-01,Clonidine 25microgram tablets,Clonidine,Tablet,279088.85,2307688,TRUE,91384.4729674407,0.120938727418958,May 20
2020-06-01,Clonidine 25microgram tablets,Clonidine,Tablet,335046.85,2221896,TRUE,87987.108720271,0.150793218944541,Jun 20
2020-07-01,Clonidine 25microgram tablets,Clonidine,Tablet,319094.73,2114997,TRUE,83753.907015471,0.1508724267694,Jul 20
2020-08-01,Clonidine 25microgram tablets,Clonidine,Tablet,348378.17,2432283,TRUE,96318.4364882366,0.143230935709373,Aug 20
2020-09-01,Clonidine 25microgram tablets,Clonidine,Tablet,315034.35,2495714,TRUE,98830.3048624699,0.12623014896739,Sep 20
2020-10-01,Clonidine 25microgram tablets,Clonidine,Tablet,417075.48,2523983,,99949.7576075189,0.165244964011247,Oct 20
2020-11-01,Clonidine 25microgram tablets,Clonidine,Tablet,400829.64,2426817,,96101.982821519,0.165166817275468,Nov 20
2020-12-01,Clonidine 25microgram tablets,Clonidine,Tablet,436610.03,2642415,,104639.66625309,0.165231437908126,Dec 20
2021-01-01,Clonidine 25microgram tablets,Clonidine,Tablet,374953.53,2422174,,95918.119964847,0.154800410705424,Jan 21
2021-02-01,Clonidine 25microgram tablets,Clonidine,Tablet,358751.55,2316556,,91735.6458756828,0.154864182001212,Feb 21
2014-01-01,Pizotifen 500microgram tablets,Pizotifen,Tablet,58627.5,1357005,,58627.5,0.0432035991024351,Jan 14
2014-02-01,Pizotifen 500microgram tablets,Pizotifen,Tablet,53752.03,1243005,,53752.03,0.0432436152710568,Feb 14
2014-03-01,Pizotifen 500microgram tablets,Pizotifen,Tablet,59295.87,1371831,,59295.87,0.0432238883652578,Mar 14
2014-04-01,Pizotifen 500microgram tablets,Pizotifen,Tablet,53293.82,1338930,,53293.82,0.0398032906873399,Apr 14
2014-05-01,Pizotifen 500microgram tablets,Pizotifen,Tablet,55783.29,1401573,,55783.29,0.0398004884511902,May 14
2014-06-01,Pizotifen 500microgram tablets,Pizotifen,Tablet,53881.13,1345880,,53881.13,0.0400341263708503,Jun 14
2014-07-01,Pizotifen 500microgram tablets,Pizotifen,Tablet,375403.18,1416060,TRUE,375403.18,0.265104006892363,Jul 14
2014-08-01,Pizotifen 500microgram tablets,Pizotifen,Tablet,313792.42,1274499,TRUE,313792.42,0.246208447397762,Aug 14
2014-09-01,Pizotifen 500microgram tablets,Pizotifen,Tablet,335566.65,1368660,TRUE,335566.65,0.245178970672044,Sep 14
2014-10-01,Pizotifen 500microgram tablets,Pizotifen,Tablet,304462.98,1427326,TRUE,304462.98,0.21331004970133,Oct 14
2014-11-01,Pizotifen 500microgram tablets,Pizotifen,Tablet,277782.73,1300554,TRUE,277782.73,0.213588001728494,Nov 14
2014-12-01,Pizotifen 500microgram tablets,Pizotifen,Tablet,298476.04,1447877,TRUE,298476.04,0.206147373015802,Dec 14
2015-01-01,Pizotifen 500microgram tablets,Pizotifen,Tablet,321506.66,1385720,TRUE,285662.537735457,0.2320141587045,Jan 15
2015-02-01,Pizotifen 500microgram tablets,Pizotifen,Tablet,313442.54,1272260,TRUE,262273.056793084,0.246366733214909,Feb 15
2015-03-01,Pizotifen 500microgram tablets,Pizotifen,Tablet,355723.33,1424108,TRUE,293576.123090787,0.249786764767841,Mar 15
2015-04-01,Pizotifen 500microgram tablets,Pizotifen,Tablet,342469.48,1368979,,282211.424563799,0.250164158836622,Apr 15
2015-05-01,Pizotifen 500microgram tablets,Pizotifen,Tablet,334246.11,1335007,,275208.186007706,0.25037030517443,May 15
2015-06-01,Pizotifen 500microgram tablets,Pizotifen,Tablet,353251.43,1411139,,290902.597810146,0.250330711574126,Jun 15
2015-07-01,Pizotifen 500microgram tablets,Pizotifen,Tablet,367778,1426585,,294086.750133748,0.257803075176032,Jul 15
2015-08-01,Pizotifen 500microgram tablets,Pizotifen,Tablet,319505.68,1239444,,255508.124600197,0.25778145684678,Aug 15
2015-09-01,Pizotifen 500microgram tablets,Pizotifen,Tablet,349709.21,1357278,,279799.294152141,0.2576548135312,Sep 15
2015-10-01,Pizotifen 500microgram tablets,Pizotifen,Tablet,372005.61,1387188,,285965.162079044,0.268172453913961,Oct 15
2015-11-01,Pizotifen 500microgram tablets,Pizotifen,Tablet,355226.13,1323720,,272881.400608477,0.268354432961654,Nov 15
2015-12-01,Pizotifen 500microgram tablets,Pizotifen,Tablet,391639.82,1459670,,300907.135969975,0.268307096809553,Dec 15
2016-01-01,Pizotifen 500microgram tablets,Pizotifen,Tablet,232124.01,1325643,,232124.01,0.175102957583603,Jan 16
2016-02-01,Pizotifen 500microgram tablets,Pizotifen,Tablet,229253.5,1309925,,229253.5,0.175012691566311,Feb 16
2016-03-01,Pizotifen 500microgram tablets,Pizotifen,Tablet,241465.44,1379796,,241465.44,0.175000826209092,Mar 16
2016-04-01,Pizotifen 500microgram tablets,Pizotifen,Tablet,202484.58,1434455,,202484.58,0.141157847405461,Apr 16
2016-05-01,Pizotifen 500microgram tablets,Pizotifen,Tablet,193044.22,1367948,,193044.22,0.141119560100238,May 16
2016-06-01,Pizotifen 500microgram tablets,Pizotifen,Tablet,178714.64,1404191,,178714.64,0.127272315518331,Jun 16
2016-07-01,Pizotifen 500microgram tablets,Pizotifen,Tablet,133754.59,1358279,,133754.59,0.0984735757528461,Jul 16
2016-08-01,Pizotifen 500microgram tablets,Pizotifen,Tablet,131267.6,1335245,,131267.6,0.098309748398234,Aug 16
2016-09-01,Pizotifen 500microgram tablets,Pizotifen,Tablet,134868.07,1372913,,134868.07,0.0982349719173757,Sep 16
2016-10-01,Pizotifen 500microgram tablets,Pizotifen,Tablet,109890.4,1318732,,109890.4,0.0833303506701892,Oct 16
2016-11-01,Pizotifen 500microgram tablets,Pizotifen,Tablet,114375.55,1373055,,114375.55,0.0833000498887517,Nov 16
2016-12-01,Pizotifen 500microgram tablets,Pizotifen,Tablet,116947.2,1403737,,116947.2,0.083311332535938,Dec 16
2017-01-01,Pizotifen 500microgram tablets,Pizotifen,Tablet,97218.79,1337888,,97218.79,0.0726658659020785,Jan 17
2017-02-01,Pizotifen 500microgram tablets,Pizotifen,Tablet,91036.58,1253443,,91036.58,0.0726292140927031,Feb 17
2017-03-01,Pizotifen 500microgram tablets,Pizotifen,Tablet,105721.86,1456699,,105721.86,0.0725763249648692,Mar 17
2017-04-01,Pizotifen 500microgram tablets,Pizotifen,Tablet,79029.1,1280274,,79029.1,0.0617282706670603,Apr 17
2017-05-01,Pizotifen 500microgram tablets,Pizotifen,Tablet,85273.19,1385615,,85273.19,0.061541763043847,May 17
2017-06-01,Pizotifen 500microgram tablets,Pizotifen,Tablet,85763.76,1390815,,85763.76,0.06166439102253,Jun 17
2017-07-01,Pizotifen 500microgram tablets,Pizotifen,Tablet,80591.78,1371819,,80591.78,0.0587481147294213,Jul 17
2017-08-01,Pizotifen 500microgram tablets,Pizotifen,Tablet,69155.14,1303742,,69155.14,0.0530435776403614,Aug 17
2017-09-01,Pizotifen 500microgram tablets,Pizotifen,Tablet,70075.69,1320582,,70075.69,0.0530642474302997,Sep 17
2017-10-01,Pizotifen 500microgram tablets,Pizotifen,Tablet,62801.26,1327643,,62801.26,0.0473028216169558,Oct 17
2017-11-01,Pizotifen 500microgram tablets,Pizotifen,Tablet,64635.77,1364280,,64635.77,0.0473772026270267,Nov 17
2017-12-01,Pizotifen 500microgram tablets,Pizotifen,Tablet,63070.49,1333725,,63070.49,0.0472889763631933,Dec 17
2018-01-01,Pizotifen 500microgram tablets,Pizotifen,Tablet,61505.98,1384394,,61505.98,0.0444280891133594,Jan 18
2018-02-01,Pizotifen 500microgram tablets,Pizotifen,Tablet,54401.59,1223152,,54401.59,0.0444765572880558,Feb 18
2018-03-01,Pizotifen 500microgram tablets,Pizotifen,Tablet,61080.62,1374389,,61080.62,0.044442017507416,Mar 18
2018-04-01,Pizotifen 500microgram tablets,Pizotifen,Tablet,51466.88,1305046,,51466.88,0.039436832111665,Apr 18
2018-05-01,Pizotifen 500microgram tablets,Pizotifen,Tablet,54320.89,1376913,,54320.89,0.0394512144195022,May 18
2018-06-01,Pizotifen 500microgram tablets,Pizotifen,Tablet,52358.73,1326299,,52358.73,0.0394773199708361,Jun 18
2018-07-01,Pizotifen 500microgram tablets,Pizotifen,Tablet,48474.1,1338554,,48474.1,0.0362137799446268,Jul 18
2018-08-01,Pizotifen 500microgram tablets,Pizotifen,Tablet,55120.89,1313234,,55120.89,0.0419733954497066,Aug 18
2018-09-01,Pizotifen 500microgram tablets,Pizotifen,Tablet,52307.63,1247936,,52307.63,0.0419153145674137,Sep 18
2018-10-01,Pizotifen 500microgram tablets,Pizotifen,Tablet,53591.88,1345349,,53591.88,0.0398349275912793,Oct 18
2018-11-01,Pizotifen 500microgram tablets,Pizotifen,Tablet,48689.67,1332184,,48689.67,0.03654875752899,Nov 18
2018-12-01,Pizotifen 500microgram tablets,Pizotifen,Tablet,48055.01,1314543,,48055.01,0.0365564382450783,Dec 18
2019-01-01,Pizotifen 500microgram tablets,Pizotifen,Tablet,48509.99,1352926,,48509.99,0.0358556122064326,Jan 19
2019-02-01,Pizotifen 500microgram tablets,Pizotifen,Tablet,44204.96,1231551,,44204.96,0.0358937307508987,Feb 19
2019-03-01,Pizotifen 500microgram tablets,Pizotifen,Tablet,48989.33,1366116,,48989.33,0.0358603002966073,Mar 19
2019-04-01,Pizotifen 500microgram tablets,Pizotifen,Tablet,47059.36,1286287,,47059.36,0.0365854276689417,Apr 19
2019-05-01,Pizotifen 500microgram tablets,Pizotifen,Tablet,51827.58,1415212,,51827.58,0.0366217782212135,May 19
2019-06-01,Pizotifen 500microgram tablets,Pizotifen,Tablet,52724.19,1440839,,52724.19,0.0365927005029708,Jun 19
2019-07-01,Pizotifen 500microgram tablets,Pizotifen,Tablet,58046.14,1515115,,58046.14,0.0383113757041545,Jul 19
2019-08-01,Pizotifen 500microgram tablets,Pizotifen,Tablet,65872.9,1510039,,65872.9,0.043623310391321,Aug 19
2019-09-01,Pizotifen 500microgram tablets,Pizotifen,Tablet,62702.01,1434422,,62702.01,0.0437123872890962,Sep 19
2019-10-01,Pizotifen 500microgram tablets,Pizotifen,Tablet,68132.22,1506244,,68132.22,0.0452331893106296,Oct 19
2019-11-01,Pizotifen 500microgram tablets,Pizotifen,Tablet,64054.85,1417062,,64054.85,0.045202574058157,Nov 19
2019-12-01,Pizotifen 500microgram tablets,Pizotifen,Tablet,92938.54,1441662,TRUE,92938.54,0.0644662479832305,Dec 19
2020-01-01,Pizotifen 500microgram tablets,Pizotifen,Tablet,70504.96,1501500,,70504.96,0.0469563503163503,Jan 20
2020-02-01,Pizotifen 500microgram tablets,Pizotifen,Tablet,62999.98,1338290,,62999.98,0.0470749837479171,Feb 20
2020-03-01,Pizotifen 500microgram tablets,Pizotifen,Tablet,73517.08,1558751,,73517.08,0.0471640948426016,Mar 20
2020-04-01,Pizotifen 500microgram tablets,Pizotifen,Tablet,86410.13,1389913,,86410.13,0.062169452332628,Apr 20
2020-05-01,Pizotifen 500microgram tablets,Pizotifen,Tablet,81787.1,1317731,,81787.1,0.0620666129885386,May 20
2020-06-01,Pizotifen 500microgram tablets,Pizotifen,Tablet,95337.92,1379261,,95337.92,0.0691224648561802,Jun 20
2020-07-01,Pizotifen 500microgram tablets,Pizotifen,Tablet,125072.04,1411683,,125072.04,0.0885978225989829,Jul 20
2020-08-01,Pizotifen 500microgram tablets,Pizotifen,Tablet,112262.09,1268216,,112262.09,0.088519692229084,Aug 20
2020-09-01,Pizotifen 500microgram tablets,Pizotifen,Tablet,124876.25,1412673,,124876.25,0.0883971379080651,Sep 20
2020-10-01,Pizotifen 500microgram tablets,Pizotifen,Tablet,135852.03,1407658,,135852.03,0.0965092586409483,Oct 20
2020-11-01,Pizotifen 500microgram tablets,Pizotifen,Tablet,133610.62,1383205,,133610.62,0.0965949515798454,Nov 20
2020-12-01,Pizotifen 500microgram tablets,Pizotifen,Tablet,142324.67,1474482,,142324.67,0.0965252000363518,Dec 20
2021-01-01,Pizotifen 500microgram tablets,Pizotifen,Tablet,160591.9,1374244,,160591.9,0.116858359941903,Jan 21
2021-02-01,Pizotifen 500microgram tablets,Pizotifen,Tablet,152370.51,1304405,,152370.51,0.1168122707288,Feb 21
2014-01-01,Pizotifen 1.5mg tablets,Pizotifen,Tablet,61748.22,930838,,61748.22,0.0663361616092166,Jan 14
2014-02-01,Pizotifen 1.5mg tablets,Pizotifen,Tablet,54689.26,823478,,54689.26,0.0664125331824287,Feb 14
2014-03-01,Pizotifen 1.5mg tablets,Pizotifen,Tablet,59926.34,903090,,59926.34,0.0663569965341217,Mar 14
2014-04-01,Pizotifen 1.5mg tablets,Pizotifen,Tablet,52696.84,873120,,52696.84,0.0603546362470222,Apr 14
2014-05-01,Pizotifen 1.5mg tablets,Pizotifen,Tablet,56024.61,931799,,56024.61,0.0601252094067497,May 14
2014-06-01,Pizotifen 1.5mg tablets,Pizotifen,Tablet,52230.93,868711,,52230.93,0.0601246329331619,Jun 14
2014-07-01,Pizotifen 1.5mg tablets,Pizotifen,Tablet,247216.71,933008,TRUE,247216.71,0.264967406495979,Jul 14
2014-08-01,Pizotifen 1.5mg tablets,Pizotifen,Tablet,207730.22,855898,TRUE,207730.22,0.242704411039633,Aug 14
2014-09-01,Pizotifen 1.5mg tablets,Pizotifen,Tablet,224521.49,891677,TRUE,224521.49,0.251796883849197,Sep 14
2014-10-01,Pizotifen 1.5mg tablets,Pizotifen,Tablet,195329.12,927536,TRUE,195329.12,0.210589260147315,Oct 14
2014-11-01,Pizotifen 1.5mg tablets,Pizotifen,Tablet,159861.77,831903,TRUE,159861.77,0.192163954211008,Nov 14
2014-12-01,Pizotifen 1.5mg tablets,Pizotifen,Tablet,182645.72,950331,TRUE,182645.72,0.19219168900099,Dec 14
2015-01-01,Pizotifen 1.5mg tablets,Pizotifen,Tablet,183821.87,871010,TRUE,167400.883036752,0.211044500063145,Jan 15
2015-02-01,Pizotifen 1.5mg tablets,Pizotifen,Tablet,181788.61,806861,TRUE,155071.978379028,0.22530350332957,Feb 15
2015-03-01,Pizotifen 1.5mg tablets,Pizotifen,Tablet,244538.61,892473,TRUE,171525.893257781,0.274001129445933,Mar 15
2015-04-01,Pizotifen 1.5mg tablets,Pizotifen,Tablet,245282.24,863982,,166050.159846454,0.283897396010565,Apr 15
2015-05-01,Pizotifen 1.5mg tablets,Pizotifen,Tablet,239371.12,842367,,161895.936488697,0.284164883002302,May 15
2015-06-01,Pizotifen 1.5mg tablets,Pizotifen,Tablet,248512.58,874809,,168131.019263267,0.284076386959896,Jun 15
2015-07-01,Pizotifen 1.5mg tablets,Pizotifen,Tablet,258449.53,902623,,173476.638901141,0.286331646767255,Jul 15
2015-08-01,Pizotifen 1.5mg tablets,Pizotifen,Tablet,231207.51,806246,,154953.780490292,0.286770427388167,Aug 15
2015-09-01,Pizotifen 1.5mg tablets,Pizotifen,Tablet,245719,854506,,164228.95140148,0.287556787196345,Sep 15
2015-10-01,Pizotifen 1.5mg tablets,Pizotifen,Tablet,241910.44,872529,,167692.822212345,0.277252034029814,Oct 15
2015-11-01,Pizotifen 1.5mg tablets,Pizotifen,Tablet,225193.11,810768,,155822.871307955,0.277752834349654,Nov 15
2015-12-01,Pizotifen 1.5mg tablets,Pizotifen,Tablet,252931.69,909252,,174750.677607528,0.278175566289653,Dec 15
2016-01-01,Pizotifen 1.5mg tablets,Pizotifen,Tablet,150087.76,816555,,150087.76,0.18380606327804,Jan 16
2016-02-01,Pizotifen 1.5mg tablets,Pizotifen,Tablet,146947.37,799460,,146947.37,0.183808283091087,Feb 16
2016-03-01,Pizotifen 1.5mg tablets,Pizotifen,Tablet,154497.36,840395,,154497.36,0.183838980479417,Mar 16
2016-04-01,Pizotifen 1.5mg tablets,Pizotifen,Tablet,123847.77,845291,,123847.77,0.146514951655702,Apr 16
2016-05-01,Pizotifen 1.5mg tablets,Pizotifen,Tablet,119243.9,814198,,119243.9,0.146455653293179,May 16
2016-06-01,Pizotifen 1.5mg tablets,Pizotifen,Tablet,111177.52,840516,,111177.52,0.132272937100543,Jun 16
2016-07-01,Pizotifen 1.5mg tablets,Pizotifen,Tablet,79762.31,819520,,79762.31,0.0973280822920734,Jul 16
2016-08-01,Pizotifen 1.5mg tablets,Pizotifen,Tablet,79617.02,818673,,79617.02,0.0972513079092629,Aug 16
2016-09-01,Pizotifen 1.5mg tablets,Pizotifen,Tablet,79825.16,821125,,79825.16,0.0972143827066525,Sep 16
2016-10-01,Pizotifen 1.5mg tablets,Pizotifen,Tablet,66513.97,801621,,66513.97,0.0829743357521821,Oct 16
2016-11-01,Pizotifen 1.5mg tablets,Pizotifen,Tablet,67155.76,809326,,67155.76,0.0829773910636752,Nov 16
